picUrl,priceRange1,productId,minQuantity,name,subCategoryType,category,date,quantity,priceRange2,price,warrentyType,description,priceRange3,company,priceRange4,subCategory,discount,priceRange5
https://firebasestorage.googleapis.com/v0/b/etech-1234.appspot.com/o/ELECTRICAL%20ACCESSORIES%20%2FHOLDER%20%2FANGLE%20HOLDER%2FAngle%20Holder%20(Heavy)_607f92d1-3cbd-4f5a-9423-080e17c48320.png?alt=media&token=85ca27eb-58e6-4703-9237-214e9c255459,"[1.0, 40.0, 40.0]",607f92d1-3cbd-4f5a-9423-080e17c48320,1.0,Angle Holder (Heavy),ANGLE HOLDER,ELECTRICAL ACCESSORIES ,2021-12-16 09:12:52.168000+00:00,1000000.0,"[41.0, 1000.0, 28.75]",40.0,No Guarantee,"6Amp
240 Volt","[0.0, 0.0, 0.0]",Made in India,"[0.0, 0.0, 0.0]",HOLDER ,15.0,"[0.0, 0.0, 0.0]"
https://firebasestorage.googleapis.com/v0/b/etech-1234.appspot.com/o/WIRE%20AND%20CABLE%20%2FWIRE%20AND%20CABLES%20%2FDELA%20AND%20HAVELLS%20CABLE%2F2.5%20mm%20Multistrand%20flexible%20wire_fa23844c-12a5-47a6-a03f-3ba0fa1988c1.png?alt=media&token=a934aa4d-4a8b-463b-a581-1fca90d824bb,"[1.0, 10.0, 3640.0]",fa23844c-12a5-47a6-a03f-3ba0fa1988c1,1.0,2.5 mm Multistrand flexible wire,DELA AND HAVELLS CABLE,WIRE AND CABLE ,2021-12-20 05:08:33.702000+00:00,180.0,"[11.0, 18.0, 3520.0]",3640.0,15 Years,"Delta & Havells Cable 
NS 344 certificated
100% pure cable cable
90 m in each coil GUARANTEED 
","[19.0, 90.0, 3398.0]",DELTA &HEVELLS WIRE,"[91.0, 180.0, 3337.4]",WIRE AND CABLES ,5.0,"[0.0, 0.0, 0.0]"
https://firebasestorage.googleapis.com/v0/b/etech-1234.appspot.com/o/WIRE%20AND%20CABLE%20%2FWIRE%20AND%20CABLES%20%2FDELA%20AND%20HAVELLS%20CABLE%2F1.5%20MM%20multistrand%20flexible%20wire_e5cf7d45-1f0c-41b6-a5f8-41ac22664152.png?alt=media&token=b82afdb0-e0b4-4690-a035-37309202fdbc,"[1.0, 10.0, 2220.0]",e5cf7d45-1f0c-41b6-a5f8-41ac22664152,1.0,1.5 MM multistrand flexible wire,DELA AND HAVELLS CABLE,WIRE AND CABLE ,2021-12-20 05:04:17.529000+00:00,180.0,"[11.0, 18.0, 2146.0]",2220.0,15 Years,"Delta & Havells Cable 
NS 344 certificated
100% pure cable cable
90 m in each coil GUARANTEED 
","[19.0, 90.0, 2072.0]",DELTA &HEVELLS WIRE,"[91.0, 180.0, 2035.0]",WIRE AND CABLES ,5.0,"[0.0, 0.0, 0.0]"
https://firebasestorage.googleapis.com/v0/b/etech-1234.appspot.com/o/LIGHT%20ITEMS%20%2FLED%20BULB%2FSIGNATURE%20LED%20BULB%2F3W%20led%20bulb%20B22%2FE27%20_9f6a1319-d704-4c77-bd09-248fefdddd0e.png?alt=media&token=1f60bfa4-2c52-4a42-8e3b-654b24cb48a2,"[1.0, 2.0, 125.0]",9f6a1319-d704-4c77-bd09-248fefdddd0e,1.0,3W led bulb B22/E27 ,SIGNATURE LED BULB,LIGHT ITEMS ,2021-12-20 07:50:39.581000+00:00,1000.0,"[3.0, 5.0, 110.0]",125.0,2 Years,"Light Effect 100Lm
Led chip 2835
Voltag 85-265v
life :-50000
Luminous Flux :-450-500lm","[6.0, 10.0, 100.0]",SIGNATURE PREMIUM LED LIGHT,"[11.0, 50.0, 75.0]",LED BULB,25.0,"[51.0, 100.0, 59.0]"
https://firebasestorage.googleapis.com/v0/b/etech-1234.appspot.com/o/SWITCH%20AND%20SOCKETS%2FSwift%20gold%2FGANG%20SWITCH%2F6%20Gang%20%2B%2013%20A%20MF%20Socket%20With%20Indicator%20_d6772508-37f7-42de-bd6e-b933bd09737e.png?alt=media&token=677e56a3-c706-492f-92a0-c856ad4a161f,"[1.0, 2.0, 375.0]",d6772508-37f7-42de-bd6e-b933bd09737e,1.0,6 Gang + 13 A MF Socket With Indicator ,GANG SWITCH,SWITCH AND SOCKETS,2022-01-04 08:34:46.228000+00:00,100.0,"[3.0, 10.0, 355.0]",375.0,No Guarantee,"Colour white
20 Year GUARANTEE
High Efficiency 
Modern  Design 
safety and Accurancy","[11.0, 50.0, 330.0]",Swift gold,"[0.0, 0.0, 0.0]",Swift gold,40.0,"[0.0, 0.0, 0.0]"
https://firebasestorage.googleapis.com/v0/b/etech-1234.appspot.com/o/ELECTRICAL%20ACCESSORIES%20%2FTWO%20PIN%20TOP%2F2%20PINTOP%2FApple%20two%20pin%20top_62af4790-35d8-4780-9d67-d267c58400ee.png?alt=media&token=cdb6e4b8-f713-469f-a64f-b18c9f39abee,"[1.0, 10.0, 35.0]",62af4790-35d8-4780-9d67-d267c58400ee,1.0,Apple two pin top,2 PINTOP,ELECTRICAL ACCESSORIES ,2021-12-20 09:00:38.792000+00:00,1000.0,"[10.0, 50.0, 31.25]",35.0,No Guarantee,"16A 
240 volt
","[51.0, 500.0, 28.0]",NON BRAND ,"[0.0, 0.0, 0.0]",TWO PIN TOP,25.0,"[0.0, 0.0, 0.0]"
https://firebasestorage.googleapis.com/v0/b/etech-1234.appspot.com/o/INDUSTRAIL%2FTransformer%20%2FNEPAL%20TRANSFORMER%20%2F50KVA%20Transformer%20_7b692e34-17ce-4292-a190-99f7983779ba.png?alt=media&token=00436b7f-0f8a-4e13-924c-99547fbf78f3,"[1.0, 100.0, 390000.0]",7b692e34-17ce-4292-a190-99f7983779ba,1.0,50KVA Transformer ,NEPAL TRANSFORMER ,INDUSTRAIL,2022-01-11 10:40:58.225000+00:00,100.0,"[0.0, 0.0, 0.0]",390000.0,5 Years,step down transformer ,"[0.0, 0.0, 0.0]",NEPAL TRANSFORMER ,"[0.0, 0.0, 0.0]",Transformer ,10.0,"[0.0, 0.0, 0.0]"
https://firebasestorage.googleapis.com/v0/b/etech-1234.appspot.com/o/INDUSTRAIL%2FTransformer%20%2FNEPAL%20TRANSFORMER%20%2F100%20KVA%20Transformer%20_9220810f-d6ff-4826-8abe-c805f43d75f8.png?alt=media&token=19435648-8e25-4f72-ace8-1a97214de9fb,"[1.0, 100.0, 580000.0]",9220810f-d6ff-4826-8abe-c805f43d75f8,1.0,100 KVA Transformer ,NEPAL TRANSFORMER ,INDUSTRAIL,2022-01-11 10:42:23.049000+00:00,100.0,"[0.0, 0.0, 0.0]",580000.0,5 Years,Step Down Transformer ,"[0.0, 0.0, 0.0]",NEPAL TRANSFORMER ,"[0.0, 0.0, 0.0]",Transformer ,10.0,"[0.0, 0.0, 0.0]"
https://firebasestorage.googleapis.com/v0/b/etech-1234.appspot.com/o/INDUSTRAIL%2FTransformer%20%2FNEPAL%20TRANSFORMER%20%2F25KVA%20%20Transformer%20_fc5b86eb-adad-446c-b384-9ce5711f0a3e.png?alt=media&token=5a3bd0b5-22bf-425f-9fa7-0cd8ed0b6a90,"[1.0, 100.0, 275000.0]",fc5b86eb-adad-446c-b384-9ce5711f0a3e,1.0,25KVA  Transformer ,NEPAL TRANSFORMER ,INDUSTRAIL,2022-01-11 10:25:48.449000+00:00,100.0,"[0.0, 0.0, 0.0]",275000.0,5 Years,Step Down Transformer ,"[0.0, 0.0, 0.0]",NEPAL TRANSFORMER ,"[0.0, 0.0, 0.0]",Transformer ,5.0,"[0.0, 0.0, 0.0]"
https://firebasestorage.googleapis.com/v0/b/etech-1234.appspot.com/o/MCB%20And%20MCCB%20%2FMCB%2FC%26S%2F16%20A%20Sp%20MCB_73d0dedd-f3cb-4a9a-966e-13afcd2a781c.png?alt=media&token=268a2df0-ee27-4344-a6e0-10e56ed379f9,"[1.0, 50.0, 200.0]",73d0dedd-f3cb-4a9a-966e-13afcd2a781c,1.0,16 A Sp MCB,C&S,MCB And MCCB ,2022-01-07 04:55:23.561000+00:00,10000.0,"[0.0, 0.0, 0.0]",200.0,No Guarantee,"IEC/EN 60898-1
50/60 HZ","[0.0, 0.0, 0.0]",C & S,"[0.0, 0.0, 0.0]",MCB,10.0,"[0.0, 0.0, 0.0]"
https://firebasestorage.googleapis.com/v0/b/etech-1234.appspot.com/o/INDUSTRAIL%2FTransformer%20%2FNEPAL%20TRANSFORMER%20%2F250%20KVA%20Transformer%20_521f90ca-e194-42c8-bdc4-737cadc2b062.png?alt=media&token=1f7530bb-d87a-4a3c-8f2b-c091cb94a1cc,"[1.0, 100.0, 1050000.0]",521f90ca-e194-42c8-bdc4-737cadc2b062,1.0,250 KVA Transformer ,NEPAL TRANSFORMER ,INDUSTRAIL,2022-01-11 10:45:58.574000+00:00,100.0,"[0.0, 0.0, 0.0]",1050000.0,5 Years,Step Down Transformer ,"[0.0, 0.0, 0.0]",NEPAL TRANSFORMER ,"[0.0, 0.0, 0.0]",Transformer ,10.0,"[0.0, 0.0, 0.0]"
https://firebasestorage.googleapis.com/v0/b/etech-1234.appspot.com/o/WIRE%20AND%20CABLE%20%2FWIRE%20AND%20CABLES%20%2FDELA%20AND%20HAVELLS%20CABLE%2F4.0mm%20Multistrand%20Flexible%20Wire_3b582405-eecd-400e-9340-b0aab94c658e.png?alt=media&token=781e76cb-efac-4347-9647-f711aed1cdeb,"[1.0, 6.0, 5566.38]",3b582405-eecd-400e-9340-b0aab94c658e,1.0,4.0mm Multistrand Flexible Wire,DELA AND HAVELLS CABLE,WIRE AND CABLE ,2021-12-20 05:13:06.927000+00:00,120.0,"[7.0, 12.0, 5380.8]",5566.38,15 Years,"Delta & Havells Cable 
NS 344 certificated
100% pure cable cable
90 m in each coil GUARANTEED 
","[13.0, 60.0, 5195.0]",DELTA &HEVELLS WIRE,"[61.0, 120.0, 5102.0]",WIRE AND CABLES ,4.0,"[0.0, 0.0, 0.0]"
https://firebasestorage.googleapis.com/v0/b/etech-1234.appspot.com/o/SWITCH%20AND%20SOCKETS%2FSwift%20gold%2FGANG%20SWITCH%2F%201%20Gang%2016%20A%206%20Pin%20Socket_0b02c14b-f8f0-4bcd-ac19-542b9fd8d629.png?alt=media&token=16feaf2c-05c4-4b49-be77-83b57514170d,"[1.0, 2.0, 180.0]",0b02c14b-f8f0-4bcd-ac19-542b9fd8d629,1.0, 1 Gang 16 A 6 Pin Socket,GANG SWITCH,SWITCH AND SOCKETS,2022-01-04 08:42:22.756000+00:00,100.0,"[0.0, 0.0, 0.0]",180.0,No Guarantee,"Colour white
20 Year GUARANTEE
High Efficiency 
Modern  Design 
safety and Accurancy","[0.0, 0.0, 0.0]",Swift gold,"[0.0, 0.0, 0.0]",Swift gold,40.0,"[0.0, 0.0, 0.0]"
https://firebasestorage.googleapis.com/v0/b/etech-1234.appspot.com/o/ELECTRICAL%20ACCESSORIES%20%2FHOLDER%20%2FBATTEN%20HOLDER%20%2FBatten%20Holder(Normal)_c43e2d1c-a396-4e05-ba7d-6e71f494bc1c.png?alt=media&token=f3d12bc9-8e07-4adb-a4ad-15a1d90c09b5,"[1.0, 40.0, 34.0]",c43e2d1c-a396-4e05-ba7d-6e71f494bc1c,1.0,Batten Holder(Normal),BATTEN HOLDER ,ELECTRICAL ACCESSORIES ,2021-12-16 09:44:39.570000+00:00,1000.0,"[41.0, 1000.0, 25.8]",34.0,No Guarantee,"6 A
240 vot
Normal quality ","[0.0, 0.0, 0.0]",NON BRAND ,"[0.0, 0.0, 0.0]",HOLDER ,15.0,"[0.0, 0.0, 0.0]"
https://firebasestorage.googleapis.com/v0/b/etech-1234.appspot.com/o/MACHINERY%20%20%26%20Tools%2FPOWER%20TOOLS%2FANGLE%20GRINDER%20%2FAngle%20Grinder%20%20kishan_07c48a08-ef8d-4c4e-9589-aa812e7df9dd.png?alt=media&token=c95dcde1-d5e9-4d9c-b853-4d699d63d9eb,"[1.0, 100.0, 3200.0]",07c48a08-ef8d-4c4e-9589-aa812e7df9dd,1.0,Angle Grinder  kishan,ANGLE GRINDER ,MACHINERY  & Tools,2022-01-07 06:46:00.146000+00:00,100.0,"[0.0, 0.0, 0.0]",3200.0,No Guarantee,"220v/50hz
750W
11000rpm","[0.0, 0.0, 0.0]",Made in India,"[0.0, 0.0, 0.0]",POWER TOOLS,20.0,"[0.0, 0.0, 0.0]"
https://firebasestorage.googleapis.com/v0/b/etech-1234.appspot.com/o/HOME%20ACCESSORIES%20%2FWATER%20JAR%20PUMP%2FELECTRIC%20PUMP%2FTouch%20Electric%20Pump_575ab575-9bc7-401a-89cd-ae58eda4c536.png?alt=media&token=c27d9546-3861-49f9-a96e-5b244035eb5f,"[1.0, 2.0, 500.0]",575ab575-9bc7-401a-89cd-ae58eda4c536,1.0,Touch Electric Pump,ELECTRIC PUMP,HOME ACCESSORIES ,2021-12-20 06:33:37.728000+00:00,100.0,"[3.0, 10.0, 400.0]",500.0,No Guarantee,"Rechargeable 
Dc 5v/1.5A
5w","[0.0, 0.0, 0.0]",NON BRAND ,"[0.0, 0.0, 0.0]",WATER JAR PUMP,20.0,"[0.0, 0.0, 0.0]"
https://firebasestorage.googleapis.com/v0/b/etech-1234.appspot.com/o/MACHINERY%20%20%26%20Tools%2FPOWER%20TOOLS%2FMarble%20Cutter%20%2FDCA%20MARBLE%20CUTTER_37aa09c2-464e-4fad-914c-2e0a2d11b4fa.png?alt=media&token=d53dbda0-caff-43fb-864d-f832a0043037,"[1.0, 50.0, 4999.0]",37aa09c2-464e-4fad-914c-2e0a2d11b4fa,1.0,DCA MARBLE CUTTER,Marble Cutter ,MACHINERY  & Tools,2022-01-07 11:14:26.810000+00:00,100.0,"[0.0, 0.0, 0.0]",4999.0,No Guarantee,"1050W
1350RPM","[0.0, 0.0, 0.0]",Made in China ,"[0.0, 0.0, 0.0]",POWER TOOLS,10.0,"[0.0, 0.0, 0.0]"
https://firebasestorage.googleapis.com/v0/b/etech-1234.appspot.com/o/INDUSTRAIL%2FTransformer%20%2FNEPAL%20TRANSFORMER%20%2F630KVA%20Transformer%20_138e5d92-f1ac-4343-8901-71a609211ae9.png?alt=media&token=1251eee2-84b4-4459-b523-6f560e228812,"[1.0, 100.0, 1635000.0]",138e5d92-f1ac-4343-8901-71a609211ae9,1.0,630KVA Transformer ,NEPAL TRANSFORMER ,INDUSTRAIL,2022-01-11 10:52:12.059000+00:00,100.0,"[0.0, 0.0, 0.0]",1635000.0,5 Years,Step Down Transformer ,"[0.0, 0.0, 0.0]",NEPAL TRANSFORMER ,"[0.0, 0.0, 0.0]",Transformer ,10.0,"[0.0, 0.0, 0.0]"
https://firebasestorage.googleapis.com/v0/b/etech-1234.appspot.com/o/ELECTRICAL%20ACCESSORIES%20%2FHOLDER%20%2FPendent%20Holder%2FPENDENT%20Holder(Heavy)_6b5e5862-faba-4d82-85d0-7d12dab2bf5b.png?alt=media&token=ebd61a04-2f60-44e1-9db5-e4c779829c46,"[1.0, 10.0, 33.0]",6b5e5862-faba-4d82-85d0-7d12dab2bf5b,1.0,PENDENT Holder(Heavy),Pendent Holder,ELECTRICAL ACCESSORIES ,2021-12-20 04:37:34.829000+00:00,10000.0,"[11.0, 20.0, 28.0]",33.0,No Guarantee,"6A 
220Volt ","[21.0, 100.0, 20.3]",Made in India,"[101.0, 1000.0, 19.3]",HOLDER ,15.0,"[0.0, 0.0, 0.0]"
https://firebasestorage.googleapis.com/v0/b/etech-1234.appspot.com/o/ELECTRICAL%20ACCESSORIES%20%2FHOLDER%20%2FANGLE%20HOLDER%2FANGLE%20Holder(Medium)_027a4c72-fbcb-4b3b-91b5-36fd0ee12f93.png?alt=media&token=0909ecb8-0292-424d-bc72-d0e9baa8ade1,"[1.0, 40.0, 34.0]",027a4c72-fbcb-4b3b-91b5-36fd0ee12f93,10.0,ANGLE Holder(Medium),ANGLE HOLDER,ELECTRICAL ACCESSORIES ,2021-12-16 09:08:06.310000+00:00,10000.0,"[41.0, 100.0, 25.0]",34.0,No Guarantee,"6 Amp
240 Volts 
Ac Holder
","[101.0, 200.0, 24.0]",NON BRAND ,"[0.0, 0.0, 0.0]",HOLDER ,15.0,"[0.0, 0.0, 0.0]"
https://firebasestorage.googleapis.com/v0/b/etech-1234.appspot.com/o/MACHINERY%20%20%26%20Tools%2FPOWER%20TOOLS%2FANGLE%20GRINDER%20%2FAngle%20grinder%20_36294f15-0405-48fa-83db-6cf8a364e827.png?alt=media&token=a49d8afb-df2e-490a-9415-dbeead845fd5,"[1.0, 100.0, 2500.0]",36294f15-0405-48fa-83db-6cf8a364e827,1.0,Angle grinder ,ANGLE GRINDER ,MACHINERY  & Tools,2022-01-07 06:23:24.068000+00:00,1000.0,"[0.0, 0.0, 0.0]",2500.0,No Guarantee,"220v/50hz
800W
11000rpm","[0.0, 0.0, 0.0]",Made in China ,"[0.0, 0.0, 0.0]",POWER TOOLS,10.0,"[0.0, 0.0, 0.0]"
https://firebasestorage.googleapis.com/v0/b/etech-1234.appspot.com/o/MACHINERY%20%20%26%20Tools%2FPOWER%20TOOLS%2FANGLE%20GRINDER%20%2FAngle%20Grinder%20Bosch%20_faa52ce7-7618-43ea-96f4-dfd8f7e68f7d.png?alt=media&token=b831a5d9-5015-4f22-9d30-666efe91cf2a,"[1.0, 100.0, 5500.0]",faa52ce7-7618-43ea-96f4-dfd8f7e68f7d,1.0,Angle Grinder Bosch ,ANGLE GRINDER ,MACHINERY  & Tools,2022-01-07 06:28:21.748000+00:00,100.0,"[0.0, 0.0, 0.0]",5500.0,No Guarantee,"220v/50hz
600W
11000rpm","[0.0, 0.0, 0.0]",Made in India,"[0.0, 0.0, 0.0]",POWER TOOLS,15.0,"[0.0, 0.0, 0.0]"
https://firebasestorage.googleapis.com/v0/b/etech-1234.appspot.com/o/MACHINERY%20%20%26%20Tools%2FPOWER%20TOOLS%2FDrill%20Machine%2FIndico%2010mm%20Drill_204b9723-c888-4845-a6a8-8b0ababf0885.png?alt=media&token=67f6063d-f2ca-491a-996a-455682e388f3,"[1.0, 50.0, 3299.0]",204b9723-c888-4845-a6a8-8b0ababf0885,1.0,Indico 10mm Drill,Drill Machine,MACHINERY  & Tools,2022-01-07 11:27:31.069000+00:00,100.0,"[0.0, 0.0, 0.0]",3299.0,No Guarantee,500W,"[0.0, 0.0, 0.0]",Made in China ,"[0.0, 0.0, 0.0]",POWER TOOLS,10.0,"[0.0, 0.0, 0.0]"
https://firebasestorage.googleapis.com/v0/b/etech-1234.appspot.com/o/LIGHT%20ITEMS%20%2FLED%20BULB%2FWega%2F18W%20Led%20Bulb%20B22%2FE27%20_d8201919-b5f5-4987-ad78-e62d6bd68ccf.png?alt=media&token=75c4ddb1-6277-477c-930c-ea3c1647400b,"[1.0, 2.0, 325.0]",d8201919-b5f5-4987-ad78-e62d6bd68ccf,1.0,18W Led Bulb B22/E27 ,Wega,LIGHT ITEMS ,2021-12-20 07:16:17.708000+00:00,1000.0,"[3.0, 5.0, 300.0]",325.0,1 Year,"Light Effect 100Lm
Led chip 2835
Voltag 100-240v
life :-25000
Luminous Flux :-450-500lm","[6.0, 10.0, 290.0]",WEGA,"[11.0, 50.0, 225.0]",LED BULB,25.0,"[0.0, 0.0, 0.0]"
https://firebasestorage.googleapis.com/v0/b/etech-1234.appspot.com/o/ELECTRICAL%20ACCESSORIES%20%2FTWO%20PIN%20TOP%2F2%20PINTOP%2FAPPLE%20TWO%20PIN%20TOP%20_6698c882-58ee-403c-ac25-9932c4205ada.png?alt=media&token=dcfe6926-f1c1-4230-bddc-e8c513cce1b0,"[1.0, 5.0, 25.0]",6698c882-58ee-403c-ac25-9932c4205ada,1.0,APPLE TWO PIN TOP ,2 PINTOP,ELECTRICAL ACCESSORIES ,2021-12-20 08:55:37.233000+00:00,10000.0,"[6.0, 25.0, 22.0]",25.0,No Guarantee,6A 240 VOLT AC,"[25.0, 50.0, 20.0]",NON BRAND ,"[51.0, 1000.0, 18.0]",TWO PIN TOP,10.0,"[0.0, 0.0, 0.0]"
https://firebasestorage.googleapis.com/v0/b/etech-1234.appspot.com/o/MACHINERY%20%20%26%20Tools%2FPOWER%20TOOLS%2FDrill%20Machine%2FTieda0%2013mm%20Drill%20_4c5c0199-f1e2-46c5-ad4a-66a828292671.png?alt=media&token=6f937d6c-d122-4e72-aad8-a60a69e36ddd,"[1.0, 100.0, 3799.0]",4c5c0199-f1e2-46c5-ad4a-66a828292671,1.0,Tieda0 13mm Drill ,Drill Machine,MACHINERY  & Tools,2022-01-07 11:20:55.131000+00:00,100.0,"[0.0, 0.0, 0.0]",3799.0,No Guarantee,"800 Watt
0-2800RPM","[0.0, 0.0, 0.0]",Made in China ,"[0.0, 0.0, 0.0]",POWER TOOLS,15.0,"[0.0, 0.0, 0.0]"
https://firebasestorage.googleapis.com/v0/b/etech-1234.appspot.com/o/METAL%20BOX%20AND%20DISTRIBUTION%20BOX%2FDB%20BOX(Distribution%20Box)%2FHeavy%20Metal%20DB%20box%2F12%20wy%20Db%20box_00186da4-40a3-4e34-a0c2-51c3e8ac518b.png?alt=media&token=5d001bd4-b6cd-4392-a2ec-a90d12582ae4,"[1.0, 10.0, 1075.0]",00186da4-40a3-4e34-a0c2-51c3e8ac518b,1.0,12 wy Db box,Heavy Metal DB box,METAL BOX AND DISTRIBUTION BOX,2022-01-04 10:31:38.244000+00:00,100.0,"[0.0, 0.0, 0.0]",1075.0,No Guarantee,240/440 volt,"[0.0, 0.0, 0.0]",MILLBORN,"[0.0, 0.0, 0.0]",DB BOX(Distribution Box),20.0,"[0.0, 0.0, 0.0]"
https://firebasestorage.googleapis.com/v0/b/etech-1234.appspot.com/o/MACHINERY%20%20%26%20Tools%2FPOWER%20TOOLS%2FMarble%20Cutter%20%2FMARBLE%20CUTTE%20Camron%20Pro_f2987305-e6b6-42e6-9172-4c41bac6940f.png?alt=media&token=b7404b7f-bc04-4249-a78c-f738ce2e6d4a,"[1.0, 100.0, 5999.0]",f2987305-e6b6-42e6-9172-4c41bac6940f,1.0,MARBLE CUTTE Camron Pro,Marble Cutter ,MACHINERY  & Tools,2022-01-07 11:05:41.390000+00:00,100.0,"[0.0, 0.0, 0.0]",5999.0,No Guarantee,"1700 W 
1200 RPM","[0.0, 0.0, 0.0]",Made in China ,"[0.0, 0.0, 0.0]",POWER TOOLS,20.0,"[0.0, 0.0, 0.0]"
https://firebasestorage.googleapis.com/v0/b/etech-1234.appspot.com/o/WIRE%20AND%20CABLE%20%2FWIRE%20AND%20CABLES%20%2FDELA%20AND%20HAVELLS%20CABLE%2F0.75MM%20Mutistrand%20Flexibe%20Wire_ab9c3724-0ea3-477f-af83-13a3453b4387.png?alt=media&token=01619a96-d853-43d2-b8cf-c00d68d67587,"[1.0, 10.0, 1135.0]",ab9c3724-0ea3-477f-af83-13a3453b4387,1.0,0.75MM Mutistrand Flexibe Wire,DELA AND HAVELLS CABLE,WIRE AND CABLE ,2021-12-20 04:52:48.560000+00:00,100.0,"[11.0, 18.0, 1097.0]",1135.0,15 Years,"Delta & Havells Cable 
NS 344 certificated
100% pure cable cable
90 m in each coil GUARANTEED 
","[18.0, 90.0, 1060.0]",DELTA &HEVELLS WIRE,"[0.0, 0.0, 0.0]",WIRE AND CABLES ,5.0,"[0.0, 0.0, 0.0]"
https://firebasestorage.googleapis.com/v0/b/etech-1234.appspot.com/o/WIRE%20AND%20CABLE%20%2FWIRE%20AND%20CABLES%20%2FDELA%20AND%20HAVELLS%20CABLE%2F1.0mm%20Multistrand%20Flexible%20Wire_a1173c25-f231-4464-a809-30bb10f4e29b.png?alt=media&token=bb0f150e-7f35-4b9f-9210-97c0bb71976e,"[1.0, 10.0, 1485.0]",a1173c25-f231-4464-a809-30bb10f4e29b,1.0,1.0mm Multistrand Flexible Wire,DELA AND HAVELLS CABLE,WIRE AND CABLE ,2021-12-20 04:57:55.613000+00:00,180.0,"[11.0, 18.0, 1435.5]",1485.0,15 Years,"Delta & Havells Cable 
NS 344 certificated
100% pure cable cable
90 m in each coil GUARANTEED 
","[19.0, 90.0, 1386.0]",DELTA &HEVELLS WIRE,"[91.0, 180.0, 1361.0]",WIRE AND CABLES ,5.0,"[0.0, 0.0, 0.0]"
https://firebasestorage.googleapis.com/v0/b/etech-1234.appspot.com/o/SWITCH%20AND%20SOCKETS%2FSwift%20gold%2FGANG%20SWITCH%2F2%20Gang%201%20Way%2010%20A%20Switch%20_96b4f05d-e12c-41b7-8d11-3fa1c6dd473b.png?alt=media&token=2077684c-f25d-43ed-95ad-e46cce657c56,"[1.0, 10.0, 110.0]",96b4f05d-e12c-41b7-8d11-3fa1c6dd473b,1.0,2 Gang 1 Way 10 A Switch ,GANG SWITCH,SWITCH AND SOCKETS,2022-01-04 08:45:51.032000+00:00,100.0,"[0.0, 0.0, 0.0]",110.0,No Guarantee,"Colour white
20 Year GUARANTEE
High Efficiency 
Modern  Design 
safety and Accurancy","[0.0, 0.0, 0.0]",Swift gold,"[0.0, 0.0, 0.0]",Swift gold,40.0,"[0.0, 0.0, 0.0]"
https://firebasestorage.googleapis.com/v0/b/etech-1234.appspot.com/o/WIRE%20AND%20CABLE%20%2FWIRE%20AND%20CABLES%20%2FDELA%20AND%20HAVELLS%20CABLE%2F6mm%20Multistrand%20flexible%20Wire%20_fec173f6-c686-433f-b1b0-aea654fd4331.png?alt=media&token=e0440eeb-47e0-46a9-af50-7909360ff990,"[1.0, 10.0, 7946.0]",fec173f6-c686-433f-b1b0-aea654fd4331,1.0,6mm Multistrand flexible Wire ,DELA AND HAVELLS CABLE,WIRE AND CABLE ,2021-12-20 05:20:10.345000+00:00,60.0,"[11.0, 12.0, 7646.0]",7946.0,15 Years,"Delta & Havells Cable 
NS 344 certificated
100% pure cable cable
90 m in each coil GUARANTEED 
","[13.0, 14.0, 7646.0]",DELTA &HEVELLS WIRE,"[15.0, 16.0, 7646.0]",WIRE AND CABLES ,5.0,"[17.0, 18.0, 7646.0]"
https://firebasestorage.googleapis.com/v0/b/etech-1234.appspot.com/o/ELECTRICAL%20ACCESSORIES%20%2FHOLDER%20%2FPendent%20Holder%2FPENDENT%20Holder(MEDIUM)_41d28710-3f76-42d9-8534-03a6833ad5f4.png?alt=media&token=ec439dec-7b38-4b86-a4a4-1694089fcee5,"[1.0, 10.0, 25.0]",41d28710-3f76-42d9-8534-03a6833ad5f4,1.0,PENDENT Holder(MEDIUM),Pendent Holder,ELECTRICAL ACCESSORIES ,2021-12-20 04:31:55.992000+00:00,10000.0,"[1.0, 20.0, 22.0]",25.0,No Guarantee,"6A 
220 volt holder","[20.0, 100.0, 15.3]",Made in India,"[101.0, 1000.0, 14.5]",HOLDER ,15.0,"[0.0, 0.0, 0.0]"
https://firebasestorage.googleapis.com/v0/b/etech-1234.appspot.com/o/ELECTRICAL%20ACCESSORIES%20%2FTWO%20PIN%20TOP%2F2%20PINTOP%2FApple%202%20pin%20top_1b331c0c-695b-47d4-82c7-869e5a7eb768.png?alt=media&token=d91c6536-6a84-4d3f-9e12-a0a975e3cc7f,"[1.0, 10.0, 28.0]",1b331c0c-695b-47d4-82c7-869e5a7eb768,1.0,Apple 2 pin top,2 PINTOP,ELECTRICAL ACCESSORIES ,2021-12-20 08:57:59.148000+00:00,10000.0,"[11.0, 50.0, 25.0]",28.0,No Guarantee,10A 240 volt,"[51.0, 100.0, 22.0]",NON BRAND ,"[100.0, 1000.0, 20.0]",TWO PIN TOP,25.0,"[0.0, 0.0, 0.0]"
